,i_roc,p_roc,pro_auc
mvtec3d-bagel,86.05,90.20,80.04
mvtec3d-cable_gland,80.24,78.67,65.67
mvtec3d-carrot,73.51,95.56,87.76
mvtec3d-cookie,89.74,92.60,80.97
mvtec3d-dowel,75.74,86.38,76.85
mvtec3d-foam,66.56,88.40,73.35
mvtec3d-peach,86.97,85.32,72.55
mvtec3d-potato,61.56,83.38,72.58
mvtec3d-rope,90.04,97.45,87.59
mvtec3d-tire,72.92,85.00,72.48
