,i_roc,p_roc,pro_auc
mvtec3d-bagel,85.64,91.54,75.14
mvtec3d-cable_gland,0.00,0.00,0.00
mvtec3d-carrot,0.00,0.00,0.00
mvtec3d-cookie,0.00,0.00,0.00
mvtec3d-dowel,0.00,0.00,0.00
mvtec3d-foam,0.00,0.00,0.00
mvtec3d-peach,0.00,0.00,0.00
mvtec3d-potato,0.00,0.00,0.00
mvtec3d-rope,0.00,0.00,0.00
mvtec3d-tire,0.00,0.00,0.00
