,i_roc,p_roc,pro_auc
mvtec3d-bagel,86.88,92.08,75.52
mvtec3d-cable_gland,83.25,74.31,49.68
mvtec3d-carrot,68.97,92.71,77.33
mvtec3d-cookie,75.66,85.39,61.47
mvtec3d-dowel,79.14,84.61,72.02
mvtec3d-foam,59.50,85.48,63.28
mvtec3d-peach,81.20,81.24,59.31
mvtec3d-potato,54.25,72.26,59.92
mvtec3d-rope,79.35,97.66,88.53
mvtec3d-tire,72.23,83.15,63.91
