,i_roc,p_roc,pro_auc
mvtec3d-bagel,82.23,91.77,74.82
mvtec3d-cable_gland,80.41,74.27,50.87
mvtec3d-carrot,76.40,94.07,83.13
mvtec3d-cookie,84.99,87.59,69.42
mvtec3d-dowel,82.91,86.15,75.52
mvtec3d-foam,62.75,85.10,62.41
mvtec3d-peach,83.93,83.40,66.59
mvtec3d-potato,54.94,70.58,62.56
mvtec3d-rope,90.90,97.97,88.63
mvtec3d-tire,76.87,82.10,63.25
