,i_roc,p_roc,pro_auc
mvtec3d-bagel,89.93,96.28,89.60
mvtec3d-cable_gland,82.27,77.23,66.08
mvtec3d-carrot,75.53,96.60,88.66
mvtec3d-cookie,85.61,93.19,82.81
mvtec3d-dowel,76.26,92.95,83.76
mvtec3d-foam,79.00,90.91,80.84
mvtec3d-peach,87.59,89.12,77.52
mvtec3d-potato,61.26,90.10,84.43
mvtec3d-rope,92.26,98.66,92.32
mvtec3d-tire,70.94,87.02,74.74
