,i_roc,p_roc,pro_auc
mvtec3d-bagel,86.42,91.70,76.55
mvtec3d-cable_gland,78.49,73.20,49.44
mvtec3d-carrot,69.30,92.87,79.82
mvtec3d-cookie,72.88,87.18,70.76
mvtec3d-dowel,77.59,90.76,76.61
mvtec3d-foam,54.12,83.48,64.98
mvtec3d-peach,77.14,84.49,71.55
mvtec3d-potato,55.09,72.54,62.63
mvtec3d-rope,88.04,96.70,86.94
mvtec3d-tire,68.41,84.41,66.86
