,i_roc,p_roc,pro_auc
mvtec3d-bagel,82.70,91.88,77.19
mvtec3d-cable_gland,78.43,74.66,51.43
mvtec3d-carrot,70.26,93.17,81.82
mvtec3d-cookie,78.78,87.25,71.14
mvtec3d-dowel,82.17,89.18,77.59
mvtec3d-foam,62.44,84.36,66.37
mvtec3d-peach,79.64,82.57,64.96
mvtec3d-potato,57.41,71.65,65.21
mvtec3d-rope,89.45,97.42,88.67
mvtec3d-tire,66.48,83.37,67.18
