,i_roc,p_roc,pro_auc
mvtec3d-bagel,76.39,90.72,69.09
mvtec3d-cable_gland,80.30,72.17,53.56
mvtec3d-carrot,72.73,93.69,82.98
mvtec3d-cookie,86.27,90.38,73.80
mvtec3d-dowel,80.18,84.12,71.92
mvtec3d-foam,64.31,84.80,61.47
mvtec3d-peach,83.24,82.85,64.03
mvtec3d-potato,53.75,70.97,57.93
mvtec3d-rope,90.90,98.29,90.57
mvtec3d-tire,65.29,75.82,58.02
