,i_roc,p_roc,pro_auc
mvtec3d-bagel,88.89,95.47,83.78
mvtec3d-cable_gland,77.89,74.75,61.57
mvtec3d-carrot,73.71,94.99,83.82
mvtec3d-cookie,82.77,90.97,78.80
mvtec3d-dowel,75.85,88.26,77.57
mvtec3d-foam,68.62,87.28,68.53
mvtec3d-peach,78.30,84.71,72.21
mvtec3d-potato,59.24,82.06,72.89
mvtec3d-rope,90.99,98.78,91.59
mvtec3d-tire,69.29,88.24,71.21
