,i_roc,p_roc,pro_auc
mvtec3d-bagel,89.67,95.78,88.89
mvtec3d-cable_gland,88.56,77.50,65.35
mvtec3d-carrot,72.98,95.59,87.45
mvtec3d-cookie,87.79,93.53,82.06
mvtec3d-dowel,81.80,91.91,83.96
mvtec3d-foam,75.00,90.29,78.69
mvtec3d-peach,83.16,88.83,78.32
mvtec3d-potato,59.98,83.10,77.11
mvtec3d-rope,93.39,98.09,90.46
mvtec3d-tire,73.79,89.99,79.22
