,i_roc,p_roc,pro_auc
mvtec3d-bagel,88.89,95.67,88.70
mvtec3d-cable_gland,85.77,76.97,63.94
mvtec3d-carrot,70.93,95.29,86.59
mvtec3d-cookie,88.56,92.87,83.70
mvtec3d-dowel,82.54,93.81,82.67
mvtec3d-foam,71.38,90.19,75.24
mvtec3d-peach,80.22,90.77,77.42
mvtec3d-potato,64.23,89.37,79.43
mvtec3d-rope,91.85,98.29,90.21
mvtec3d-tire,70.80,91.35,78.59
