,i_roc,p_roc,pro_auc
mvtec3d-bagel,88.84,95.64,88.45
mvtec3d-cable_gland,85.17,77.23,65.55
mvtec3d-carrot,71.16,95.27,86.25
mvtec3d-cookie,88.59,92.84,83.72
mvtec3d-dowel,82.40,93.88,82.95
mvtec3d-foam,71.75,90.27,75.27
mvtec3d-peach,80.01,90.49,77.13
mvtec3d-potato,63.69,89.42,79.54
mvtec3d-rope,91.85,98.32,90.27
mvtec3d-tire,70.99,91.39,78.42
