,i_roc,p_roc,pro_auc
mvtec3d-bagel,83.94,91.33,72.75
mvtec3d-cable_gland,86.37,69.24,51.97
mvtec3d-carrot,69.61,91.92,81.87
mvtec3d-cookie,84.57,86.24,70.87
mvtec3d-dowel,77.03,84.57,71.12
mvtec3d-foam,64.44,83.43,59.43
mvtec3d-peach,80.41,81.39,64.02
mvtec3d-potato,59.78,74.63,63.14
mvtec3d-rope,90.94,98.10,89.98
mvtec3d-tire,71.59,76.15,58.31
