,i_roc,p_roc,pro_auc
mvtec3d-bagel,83.42,91.79,77.20
mvtec3d-cable_gland,83.85,76.31,56.63
mvtec3d-carrot,70.26,93.72,83.11
mvtec3d-cookie,79.13,87.59,72.56
mvtec3d-dowel,80.62,89.30,78.22
mvtec3d-foam,63.62,84.91,66.11
mvtec3d-peach,79.93,82.84,65.80
mvtec3d-potato,54.64,72.11,64.93
mvtec3d-rope,90.49,97.72,90.31
mvtec3d-tire,68.87,81.89,66.69
