,i_roc,p_roc,pro_auc
mvtec3d-bagel,87.76,93.27,77.97
mvtec3d-cable_gland,75.04,68.51,52.29
mvtec3d-carrot,80.89,92.42,81.00
mvtec3d-cookie,85.71,89.38,73.24
mvtec3d-dowel,79.96,88.31,75.06
mvtec3d-foam,66.88,84.68,67.29
mvtec3d-peach,75.62,85.35,68.01
mvtec3d-potato,56.32,75.84,63.40
mvtec3d-rope,86.59,98.28,88.60
mvtec3d-tire,65.01,83.80,65.22
