,i_roc,p_roc,pro_auc
mvtec3d-bagel,83.57,92.55,76.35
mvtec3d-cable_gland,79.47,68.13,52.73
mvtec3d-carrot,76.09,92.63,80.48
mvtec3d-cookie,81.73,85.74,58.44
mvtec3d-dowel,77.48,90.47,76.26
mvtec3d-foam,66.75,84.94,67.35
mvtec3d-peach,72.35,83.50,61.39
mvtec3d-potato,55.43,75.83,62.56
mvtec3d-rope,85.73,98.11,88.17
mvtec3d-tire,61.24,84.47,64.13
