,i_roc,p_roc,pro_auc
mvtec3d-bagel,83.73,93.56,81.15
mvtec3d-cable_gland,85.66,79.61,63.81
mvtec3d-carrot,83.47,95.94,89.33
mvtec3d-cookie,70.60,87.48,67.46
mvtec3d-dowel,81.03,87.78,72.27
mvtec3d-foam,75.12,91.35,79.56
mvtec3d-peach,79.46,88.78,80.46
mvtec3d-potato,59.39,89.87,84.23
mvtec3d-rope,95.24,97.48,84.14
mvtec3d-tire,75.22,80.47,61.93
