,i_roc,p_roc,pro_auc
mvtec3d-bagel,82.64,93.53,80.95
mvtec3d-cable_gland,89.44,77.73,64.74
mvtec3d-carrot,81.93,92.36,87.05
mvtec3d-cookie,73.47,90.54,68.98
mvtec3d-dowel,82.51,88.78,73.19
mvtec3d-foam,81.31,91.10,77.88
mvtec3d-peach,70.75,91.96,84.41
mvtec3d-potato,70.26,89.31,86.17
mvtec3d-rope,95.43,97.40,85.03
mvtec3d-tire,75.36,86.41,67.06
